Transaction_ID,Date,Time,Customer_Name,Mobile_Brand,Model,Price,Quantity,Payment_Method,Salesperson_Name,Store_Location,Warranty_Years,Accessories_Purchased,Customer_Feedback,Discount_Applied
200,2024-01-26,20:56:00,Bob White,Samsung,Galaxy A14,360.34,3,Cash,David Lee,Suburban,1,Charger,4,132.18
201,2024-03-25,15:16:00,Alice Green,Vivo,X100 Pro,1219.93,1,Card,Bob Johnson,Suburban,3,Screen Protector,2,22.88
202,2024-07-10,17:57:00,John Doe,Samsung,Galaxy Z Fold 5,698.96,2,Online,David Lee,Uptown,3,Screen Protector,3,4.33
203,2024-05-28,18:56:00,Bob White,Apple,iPhone 14,949.69,2,Card,Alice Smith,Downtown,3,Headphones,5,125.2
204,2024-12-28,14:55:00,Mike Brown,Samsung,Galaxy Z Fold 5,1085.86,1,Online,Alice Smith,Uptown,3,Screen Protector,4,51.67
205,2024-10-15,15:51:00,John Doe,OnePlus,OnePlus Ace,674.22,3,Cash,David Lee,Uptown,2,Headphones,3,53.79
206,2024-03-28,14:25:00,Bob White,Vivo,Y200,1253.36,3,Cash,David Lee,Uptown,2,Headphones,2,118.66
207,2024-09-14,10:27:00,Jane Smith,Xiaomi,Mi 13 Ultra,853.93,2,Cash,Alice Smith,Midtown,3,Headphones,1,4.56
208,2024-05-29,14:34:00,John Doe,Oppo,A78,1421.67,1,Cash,David Lee,Midtown,1,None,1,12.25
209,2024-10-07,16:39:00,Jane Smith,Xiaomi,Poco X5 Pro,645.51,3,Cash,Bob Johnson,Uptown,1,None,4,173.26
210,2024-08-08,15:56:00,John Doe,Oppo,A78,1453.84,2,Online,Alice Smith,Midtown,2,Headphones,2,88.82
211,2024-01-22,14:21:00,Alice Green,OnePlus,OnePlus 11,1309.42,2,Online,David Lee,Midtown,2,None,2,177.26
212,2024-07-16,09:56:00,John Doe,Apple,iPhone SE 2024,424.11,2,Cash,Emma Brown,Downtown,1,Headphones,3,175.71
213,2024-02-21,20:29:00,Bob White,Oppo,Reno 10,1329.46,2,Cash,David Lee,Suburban,2,Charger,2,187.71
214,2024-05-25,13:42:00,Bob White,Vivo,Y200,531.12,2,Cash,Claire Williams,Downtown,2,Screen Protector,4,167.27
215,2024-07-19,11:14:00,Mike Brown,OnePlus,Nord CE 3 Lite,992.05,1,Cash,Alice Smith,Midtown,2,Headphones,2,12.08
216,2024-05-13,19:47:00,John Doe,Vivo,Y200,980.75,3,Online,Alice Smith,Suburban,3,None,1,22.44
217,2024-11-06,11:24:00,Sarah Black,Apple,iPhone 15 Pro,738.37,1,Card,Emma Brown,Midtown,2,Screen Protector,4,70.44
218,2024-06-20,09:02:00,Sarah Black,OnePlus,OnePlus Ace,404.09,1,Cash,Alice Smith,Suburban,1,Screen Protector,4,134.61
219,2024-03-26,19:48:00,Alice Green,Oppo,Reno 10,1298.7,1,Cash,David Lee,Downtown,1,Headphones,3,28.3
220,2024-03-06,19:59:00,Bob White,OnePlus,OnePlus Ace,1268.04,1,Online,Claire Williams,Suburban,1,Headphones,3,55.21
221,2024-02-28,17:53:00,Mike Brown,Samsung,Galaxy A14,1461.6,2,Cash,Claire Williams,Midtown,1,Headphones,2,81.61
222,2024-09-18,13:21:00,Jane Smith,Xiaomi,Poco X5 Pro,952.44,3,Online,Claire Williams,Suburban,3,Screen Protector,4,42.78
223,2024-08-10,12:57:00,John Doe,Vivo,V29 Pro,314.12,1,Cash,Bob Johnson,Downtown,3,Screen Protector,4,155.39
224,2024-04-09,19:50:00,Sarah Black,Vivo,X100 Pro,772.26,1,Cash,Bob Johnson,Midtown,3,Headphones,2,183.93
225,2024-02-19,13:04:00,Jane Smith,Vivo,Y200,1006.78,1,Online,Alice Smith,Midtown,3,Charger,1,6.88
226,2024-03-31,17:01:00,John Doe,Vivo,V29 Pro,1058.91,1,Online,Claire Williams,Midtown,2,Charger,5,37.06
227,2024-02-11,14:36:00,Mike Brown,Xiaomi,Redmi Note 13,765.49,3,Cash,Alice Smith,Uptown,2,Headphones,3,57.71
228,2024-06-12,19:57:00,Bob White,OnePlus,OnePlus 11,522.47,2,Online,Claire Williams,Downtown,3,None,5,63.28
229,2024-10-12,12:39:00,John Doe,Oppo,Reno 10,933.3,3,Cash,Emma Brown,Downtown,1,None,5,40.43
230,2024-04-22,17:31:00,Sarah Black,Apple,iPhone 15 Pro,361.12,2,Online,Emma Brown,Uptown,1,Screen Protector,3,52.17
231,2024-06-21,09:31:00,Jane Smith,Vivo,X100 Pro,752.08,1,Online,Bob Johnson,Midtown,2,None,4,102.57
232,2024-07-17,17:19:00,John Doe,Apple,iPhone 14,475.5,2,Online,Emma Brown,Midtown,1,Charger,2,66.68
233,2024-10-20,16:26:00,Jane Smith,Samsung,Galaxy Z Fold 5,1040.29,2,Cash,Claire Williams,Uptown,3,None,4,140.37
234,2024-02-28,18:48:00,Jane Smith,Samsung,Galaxy Z Fold 5,1381.59,2,Online,David Lee,Suburban,1,Headphones,2,39.37
235,2024-07-15,10:19:00,Mike Brown,Oppo,A78,1185.09,2,Card,Bob Johnson,Suburban,2,Screen Protector,1,5.77
236,2024-01-26,11:42:00,John Doe,Oppo,A78,272.92,2,Online,David Lee,Uptown,1,None,4,151.09
237,2024-03-13,15:02:00,Bob White,Xiaomi,Mi 13 Ultra,471.14,2,Online,Bob Johnson,Midtown,1,Charger,2,72.4
238,2024-10-11,17:33:00,Bob White,Samsung,Galaxy Z Fold 5,552.97,3,Cash,Emma Brown,Downtown,3,Charger,4,25.96
239,2024-09-11,13:12:00,Sarah Black,Apple,iPhone 14,1036.65,1,Card,Alice Smith,Midtown,1,Charger,3,192.62
240,2024-11-04,19:30:00,Mike Brown,Oppo,Reno 10,1497.29,2,Online,Bob Johnson,Midtown,3,Headphones,3,59.65
241,2024-05-22,15:21:00,Alice Green,Oppo,Find X6 Pro,342.55,3,Card,Claire Williams,Downtown,1,Headphones,1,77.69
242,2024-01-04,14:30:00,Alice Green,Vivo,X100 Pro,230.71,3,Online,Claire Williams,Midtown,1,Headphones,4,3.54
243,2024-11-21,18:38:00,Bob White,Vivo,Y200,1383.78,2,Cash,Alice Smith,Midtown,1,Screen Protector,5,46.26
244,2024-11-28,16:29:00,Mike Brown,Samsung,Galaxy S23,1250.93,1,Cash,Bob Johnson,Suburban,3,Charger,5,176.49
245,2024-01-01,12:35:00,Bob White,Samsung,Galaxy A14,1270.78,2,Card,Claire Williams,Suburban,2,Screen Protector,1,50.84
246,2024-09-11,17:12:00,Alice Green,Vivo,X100 Pro,1475.65,2,Online,Alice Smith,Midtown,1,Charger,3,153.83
247,2024-08-23,15:05:00,Bob White,Xiaomi,Poco X5 Pro,650.45,1,Card,David Lee,Downtown,1,Screen Protector,5,96.65
248,2024-10-15,19:08:00,Mike Brown,Samsung,Galaxy A14,577.53,2,Cash,Claire Williams,Downtown,1,Charger,4,191.12
249,2024-06-12,09:27:00,Jane Smith,Samsung,Galaxy S23,1246.94,1,Cash,David Lee,Midtown,3,None,1,20.19
250,2024-04-21,20:32:00,Jane Smith,Vivo,V29 Pro,1348.59,3,Cash,David Lee,Suburban,1,None,5,179.65
251,2024-12-05,16:44:00,Jane Smith,Xiaomi,Mi 13 Ultra,1057.98,2,Online,David Lee,Downtown,2,Headphones,4,112.19
252,2024-02-01,13:40:00,Sarah Black,Samsung,Galaxy A14,1305.21,1,Online,Emma Brown,Suburban,2,None,1,109.27
253,2024-05-26,09:59:00,Sarah Black,Apple,iPhone 14,562.64,1,Cash,David Lee,Uptown,1,None,1,49.04
254,2024-03-01,16:31:00,Alice Green,Xiaomi,Poco X5 Pro,926.0,3,Online,Claire Williams,Suburban,1,Screen Protector,1,168.56
255,2024-04-08,10:48:00,Bob White,OnePlus,OnePlus Ace,1466.21,2,Card,Alice Smith,Downtown,3,Charger,1,62.88
256,2024-12-06,09:50:00,Alice Green,OnePlus,Nord CE 3 Lite,1453.86,2,Online,Emma Brown,Downtown,2,Screen Protector,2,48.07
257,2024-10-16,13:03:00,John Doe,OnePlus,OnePlus Ace,1139.69,1,Cash,Claire Williams,Downtown,3,Headphones,3,49.8
258,2024-12-27,10:12:00,Jane Smith,Xiaomi,Mi 13 Ultra,932.73,3,Cash,Emma Brown,Uptown,2,None,2,76.45
259,2024-06-22,14:38:00,Jane Smith,Xiaomi,Redmi Note 13,589.25,3,Cash,Emma Brown,Downtown,3,Charger,1,188.64
260,2024-08-20,18:40:00,John Doe,Xiaomi,Mi 13 Ultra,248.08,1,Cash,Emma Brown,Downtown,1,Headphones,5,104.56
261,2024-09-28,15:05:00,Jane Smith,Samsung,Galaxy Z Fold 5,541.85,3,Card,Claire Williams,Midtown,2,Charger,3,93.9
262,2024-02-22,11:11:00,Mike Brown,Samsung,Galaxy Z Fold 5,480.57,1,Card,David Lee,Downtown,2,Headphones,3,86.08
263,2024-02-11,14:35:00,John Doe,Oppo,Find X6 Pro,267.83,3,Card,Claire Williams,Midtown,3,None,4,14.5
264,2024-06-19,12:51:00,Bob White,Samsung,Galaxy Z Fold 5,1342.18,2,Cash,Bob Johnson,Midtown,1,Screen Protector,5,163.97
265,2024-09-05,14:35:00,Mike Brown,Apple,iPhone SE 2024,422.46,2,Cash,Bob Johnson,Downtown,3,Charger,3,134.51
266,2024-04-21,19:19:00,Mike Brown,Vivo,X100 Pro,446.84,1,Online,Emma Brown,Uptown,3,Headphones,4,155.57
267,2024-12-26,10:28:00,Alice Green,Vivo,V29 Pro,806.89,3,Cash,David Lee,Downtown,3,Headphones,1,61.51
268,2024-09-03,16:19:00,Alice Green,Xiaomi,Redmi Note 13,1449.16,3,Card,Bob Johnson,Suburban,1,Headphones,2,182.45
269,2024-08-20,15:45:00,Mike Brown,Oppo,Find X6 Pro,442.14,3,Card,Bob Johnson,Suburban,1,Screen Protector,2,38.44
270,2024-06-30,19:00:00,John Doe,Oppo,Reno 10,697.98,1,Cash,Claire Williams,Downtown,3,Screen Protector,3,120.74
271,2024-06-06,18:54:00,John Doe,OnePlus,Nord CE 3 Lite,1099.9,1,Online,David Lee,Uptown,1,Charger,2,103.56
272,2024-04-26,12:09:00,Bob White,Apple,iPhone 15 Pro,1105.69,1,Online,David Lee,Uptown,2,Headphones,4,18.33
273,2024-07-11,13:45:00,John Doe,Xiaomi,Redmi Note 13,1457.18,3,Card,Bob Johnson,Midtown,2,Headphones,4,199.84
274,2024-03-09,10:56:00,Mike Brown,OnePlus,OnePlus Ace,946.79,1,Online,Emma Brown,Midtown,1,None,4,138.35
275,2024-06-17,18:59:00,John Doe,Vivo,Y200,522.51,3,Cash,Claire Williams,Midtown,1,Charger,1,190.41
276,2024-02-08,10:02:00,John Doe,Xiaomi,Poco X5 Pro,1496.8,3,Online,David Lee,Uptown,3,None,5,81.56
277,2024-05-25,11:54:00,Bob White,Vivo,V29 Pro,912.12,2,Card,Claire Williams,Uptown,1,Charger,5,118.96
278,2024-12-20,20:19:00,Alice Green,Xiaomi,Redmi Note 13,1338.11,3,Cash,Emma Brown,Suburban,1,None,4,142.31
279,2024-06-27,17:58:00,Jane Smith,Oppo,Find X6 Pro,542.07,2,Card,Alice Smith,Downtown,1,Charger,5,145.77
280,2024-06-05,10:34:00,Jane Smith,Apple,iPhone 15 Pro,1495.3,3,Card,Emma Brown,Midtown,2,Charger,1,21.14
281,2024-04-30,17:55:00,Alice Green,OnePlus,Nord CE 3 Lite,1360.83,1,Card,Claire Williams,Uptown,1,Screen Protector,4,27.19
282,2024-01-21,13:43:00,Sarah Black,OnePlus,Nord CE 3 Lite,1358.17,2,Online,Claire Williams,Downtown,2,Charger,3,188.7
283,2024-07-20,09:05:00,Bob White,OnePlus,Nord CE 3 Lite,1113.54,1,Cash,David Lee,Midtown,2,Screen Protector,1,9.88
284,2024-04-22,18:53:00,Sarah Black,Vivo,Y200,296.85,1,Card,Bob Johnson,Midtown,3,None,4,84.84
285,2024-07-29,12:17:00,John Doe,OnePlus,Nord CE 3 Lite,1256.25,3,Online,Alice Smith,Midtown,2,Headphones,2,166.95
286,2024-12-12,17:16:00,John Doe,Apple,iPhone 14,1414.74,1,Online,Bob Johnson,Midtown,1,None,5,132.85
287,2024-11-06,18:53:00,John Doe,Vivo,X100 Pro,498.85,1,Online,Claire Williams,Uptown,2,Charger,5,96.4
288,2024-11-20,19:26:00,Mike Brown,OnePlus,OnePlus 11,852.87,2,Online,Alice Smith,Midtown,3,None,5,102.82
289,2024-05-22,20:04:00,Mike Brown,Samsung,Galaxy S23,1302.18,3,Card,Bob Johnson,Midtown,3,None,4,95.57
290,2024-03-10,11:15:00,Sarah Black,Apple,iPhone 15 Pro,417.87,3,Online,Bob Johnson,Downtown,2,None,3,21.11
291,2024-05-30,11:52:00,Bob White,Apple,iPhone 14,634.33,2,Online,Claire Williams,Midtown,3,Charger,4,37.59
292,2024-05-29,13:08:00,John Doe,Oppo,Reno 10,964.51,3,Cash,Emma Brown,Suburban,3,Headphones,2,44.97
293,2024-01-14,17:19:00,Jane Smith,Xiaomi,Redmi Note 13,998.47,2,Online,Claire Williams,Suburban,1,Screen Protector,1,138.16
294,2024-09-04,16:57:00,Jane Smith,Xiaomi,Mi 13 Ultra,712.28,3,Cash,Emma Brown,Midtown,2,Headphones,4,22.4
295,2024-01-07,14:49:00,Alice Green,Apple,iPhone SE 2024,1437.59,3,Online,Bob Johnson,Downtown,1,Headphones,5,169.07
296,2024-10-14,16:47:00,Alice Green,OnePlus,Nord CE 3 Lite,1439.59,1,Card,Alice Smith,Midtown,3,Charger,5,119.53
297,2024-09-20,20:47:00,Jane Smith,Oppo,Find X6 Pro,667.82,1,Cash,Bob Johnson,Midtown,3,Headphones,1,6.83
298,2024-11-13,16:19:00,Sarah Black,Apple,iPhone SE 2024,1038.0,1,Online,Alice Smith,Downtown,3,Screen Protector,1,174.97
299,2024-02-23,11:04:00,Sarah Black,Oppo,Reno 10,634.67,3,Cash,Emma Brown,Uptown,1,None,4,187.6
300,2024-12-08,17:25:00,Bob White,Vivo,Y200,1163.02,2,Cash,Emma Brown,Suburban,3,None,5,56.41
301,2024-04-20,18:25:00,Jane Smith,Vivo,V29 Pro,919.14,1,Online,Alice Smith,Downtown,1,None,2,107.43
302,2024-04-15,20:08:00,Sarah Black,Xiaomi,Poco X5 Pro,1428.34,3,Online,Claire Williams,Midtown,2,Charger,3,125.31
303,2024-04-21,15:00:00,Sarah Black,Samsung,Galaxy S23,937.22,1,Online,Claire Williams,Suburban,2,Charger,3,93.51
304,2024-07-31,20:58:00,John Doe,Apple,iPhone 15 Pro,1196.99,1,Cash,David Lee,Suburban,3,None,1,124.13
305,2024-11-03,11:47:00,Sarah Black,Vivo,Y200,708.62,1,Card,Bob Johnson,Downtown,2,Charger,2,76.11
306,2024-02-15,13:21:00,Mike Brown,Xiaomi,Mi 13 Ultra,1036.94,2,Cash,Claire Williams,Midtown,1,Screen Protector,4,68.34
307,2024-06-23,10:29:00,Sarah Black,Samsung,Galaxy S23,1419.48,3,Online,David Lee,Downtown,3,Headphones,1,64.47
308,2024-02-12,17:28:00,Sarah Black,Vivo,X100 Pro,1233.77,1,Card,David Lee,Midtown,3,Headphones,1,185.85
309,2024-02-01,16:45:00,Alice Green,Xiaomi,Mi 13 Ultra,1082.94,1,Online,David Lee,Suburban,3,Headphones,2,112.08
310,2024-02-29,11:16:00,Sarah Black,Oppo,A78,392.67,3,Online,David Lee,Midtown,3,Headphones,5,3.37
311,2024-04-29,18:06:00,Bob White,Apple,iPhone 14,1392.52,2,Online,Emma Brown,Midtown,3,None,5,149.21
312,2024-12-17,15:27:00,Mike Brown,Samsung,Galaxy A14,1405.6,2,Card,Bob Johnson,Uptown,2,None,1,40.01
313,2024-12-01,17:27:00,Jane Smith,Xiaomi,Poco X5 Pro,877.39,2,Online,Alice Smith,Downtown,3,Screen Protector,3,30.47
314,2024-05-26,10:13:00,Jane Smith,Apple,iPhone SE 2024,283.61,3,Cash,Bob Johnson,Midtown,2,None,1,21.61
315,2024-02-24,13:45:00,Mike Brown,Apple,iPhone 15 Pro,806.2,3,Online,Alice Smith,Downtown,1,Headphones,2,79.44
316,2024-07-11,12:55:00,John Doe,Apple,iPhone 15 Pro,1217.29,3,Cash,Alice Smith,Suburban,2,Charger,4,174.19
317,2024-07-20,09:51:00,Mike Brown,Vivo,X100 Pro,432.88,1,Card,Claire Williams,Suburban,1,None,4,24.86
318,2024-02-02,14:48:00,Sarah Black,Vivo,V29 Pro,902.46,2,Online,David Lee,Uptown,2,Charger,1,73.32
319,2024-09-18,15:33:00,Bob White,OnePlus,OnePlus Ace,867.97,2,Card,Claire Williams,Uptown,3,Headphones,1,172.25
320,2024-03-09,18:16:00,Sarah Black,Vivo,X100 Pro,601.51,3,Card,Emma Brown,Uptown,1,None,2,108.0
321,2024-11-12,18:53:00,Sarah Black,Samsung,Galaxy S23,655.7,3,Cash,Alice Smith,Midtown,2,Headphones,5,57.84
322,2024-07-17,18:20:00,Mike Brown,Vivo,X100 Pro,1006.72,3,Cash,Emma Brown,Uptown,1,Headphones,2,102.0
323,2024-05-16,14:30:00,Sarah Black,Vivo,Y200,1131.79,1,Online,Alice Smith,Uptown,1,Screen Protector,3,154.6
324,2024-10-10,20:34:00,John Doe,Oppo,A78,1451.17,3,Online,Claire Williams,Downtown,1,Charger,1,184.03
325,2024-01-04,19:33:00,Mike Brown,OnePlus,Nord CE 3 Lite,600.23,1,Cash,Alice Smith,Uptown,2,None,2,28.46
326,2024-02-25,12:19:00,John Doe,Oppo,Find X6 Pro,915.15,3,Online,David Lee,Downtown,1,Charger,2,97.19
327,2024-06-04,15:51:00,Mike Brown,Samsung,Galaxy A14,398.77,3,Online,Alice Smith,Uptown,1,Charger,2,33.7
328,2024-09-20,18:50:00,Sarah Black,OnePlus,OnePlus Ace,675.12,3,Card,Alice Smith,Downtown,3,Headphones,4,171.57
329,2024-02-09,16:45:00,Alice Green,Xiaomi,Poco X5 Pro,247.49,2,Cash,Emma Brown,Uptown,2,None,2,195.82
330,2024-10-18,14:47:00,John Doe,Samsung,Galaxy A14,1358.0,1,Cash,David Lee,Uptown,2,None,4,167.32
331,2024-03-25,18:42:00,Sarah Black,Vivo,X100 Pro,486.47,1,Online,David Lee,Uptown,2,Screen Protector,1,136.72
332,2024-12-12,14:51:00,John Doe,Vivo,V29 Pro,837.65,2,Cash,Claire Williams,Uptown,1,Headphones,3,33.1
333,2024-12-31,19:31:00,Sarah Black,Samsung,Galaxy A14,1328.45,2,Online,Emma Brown,Suburban,1,Headphones,5,63.8
334,2024-05-13,19:47:00,Sarah Black,Xiaomi,Redmi Note 13,465.05,1,Cash,David Lee,Downtown,3,None,5,41.22
335,2024-05-11,10:01:00,Alice Green,Apple,iPhone 14,841.72,2,Card,Bob Johnson,Midtown,3,None,2,24.33
336,2024-03-16,17:26:00,Bob White,Oppo,Reno 10,1155.43,2,Cash,Alice Smith,Uptown,1,Charger,3,57.06
337,2024-06-09,13:18:00,Alice Green,Oppo,Find X6 Pro,380.37,3,Online,Claire Williams,Uptown,2,Headphones,5,10.84
338,2024-09-19,10:24:00,John Doe,Samsung,Galaxy Z Fold 5,1378.74,1,Card,Bob Johnson,Uptown,3,Headphones,5,113.77
339,2024-05-30,18:29:00,Sarah Black,OnePlus,OnePlus Ace,886.71,1,Cash,Alice Smith,Suburban,2,Screen Protector,2,119.49
340,2024-08-18,15:55:00,John Doe,Samsung,Galaxy A14,590.33,2,Cash,Emma Brown,Uptown,1,Headphones,1,65.91
341,2024-09-20,15:05:00,Sarah Black,Samsung,Galaxy Z Fold 5,497.02,2,Cash,Emma Brown,Midtown,3,Headphones,3,183.79
342,2024-06-03,19:00:00,John Doe,Xiaomi,Poco X5 Pro,238.29,3,Cash,Claire Williams,Downtown,3,Charger,5,87.64
343,2024-02-07,20:41:00,Alice Green,Apple,iPhone 14,980.41,2,Card,Claire Williams,Uptown,1,Screen Protector,1,195.65
344,2024-04-20,09:33:00,John Doe,Xiaomi,Redmi Note 13,636.52,2,Online,Emma Brown,Suburban,2,None,1,188.29
345,2024-02-03,15:05:00,Mike Brown,Vivo,V29 Pro,1310.68,3,Cash,David Lee,Midtown,2,Charger,2,87.24
346,2024-07-20,11:04:00,Alice Green,Vivo,X100 Pro,380.98,3,Cash,Claire Williams,Uptown,1,Charger,5,43.96
347,2024-09-15,10:04:00,Bob White,Xiaomi,Poco X5 Pro,1283.62,2,Card,Alice Smith,Suburban,3,Headphones,4,7.84
348,2024-03-08,15:33:00,John Doe,Oppo,Find X6 Pro,1274.9,2,Online,Emma Brown,Uptown,1,Headphones,3,168.02
349,2024-10-30,12:30:00,Bob White,Samsung,Galaxy S23,1499.53,2,Card,Alice Smith,Uptown,1,Headphones,4,195.95
350,2024-04-24,17:50:00,Mike Brown,Samsung,Galaxy A14,713.93,2,Cash,Bob Johnson,Suburban,3,Screen Protector,2,128.83
351,2024-02-18,19:43:00,John Doe,Samsung,Galaxy A14,1466.57,1,Card,Alice Smith,Suburban,3,None,3,121.05
352,2024-03-02,20:43:00,Bob White,OnePlus,OnePlus 11,1457.38,1,Cash,Alice Smith,Midtown,1,None,2,34.38
353,2024-02-29,13:12:00,Mike Brown,Apple,iPhone 14,492.58,2,Card,Bob Johnson,Midtown,3,None,3,89.6
354,2024-12-04,09:36:00,John Doe,Apple,iPhone SE 2024,1416.4,2,Online,David Lee,Downtown,2,Screen Protector,1,113.91
355,2024-11-28,20:51:00,Bob White,Xiaomi,Redmi Note 13,1252.87,2,Card,Alice Smith,Downtown,3,None,2,41.52
356,2024-10-31,19:51:00,Mike Brown,Vivo,V29 Pro,424.32,3,Card,Emma Brown,Midtown,1,Screen Protector,4,37.93
357,2024-02-10,18:05:00,Jane Smith,Samsung,Galaxy A14,717.0,2,Cash,Bob Johnson,Uptown,2,Headphones,3,88.23
358,2024-01-02,10:07:00,Bob White,Oppo,Reno 10,1493.95,2,Cash,David Lee,Uptown,3,Headphones,4,115.79
359,2024-08-29,18:02:00,John Doe,Oppo,A78,945.9,2,Online,Bob Johnson,Suburban,3,Charger,2,21.62
360,2024-03-08,11:17:00,Alice Green,OnePlus,OnePlus 11,1422.62,2,Card,David Lee,Uptown,3,Charger,1,144.15
361,2024-04-10,12:04:00,Jane Smith,OnePlus,Nord CE 3 Lite,707.7,1,Cash,Claire Williams,Uptown,1,None,4,183.14
362,2024-10-03,14:24:00,Bob White,Oppo,Reno 10,405.44,2,Online,Emma Brown,Downtown,1,Charger,4,112.59
363,2024-05-31,18:57:00,Sarah Black,Samsung,Galaxy A14,289.01,1,Card,David Lee,Downtown,1,Headphones,1,104.13
364,2024-11-20,18:17:00,Bob White,OnePlus,OnePlus 11,1114.25,3,Cash,Bob Johnson,Uptown,1,Screen Protector,2,162.64
365,2024-08-28,15:11:00,Alice Green,Samsung,Galaxy A14,1256.01,1,Card,Emma Brown,Downtown,1,None,5,110.85
366,2024-06-11,10:37:00,Sarah Black,Xiaomi,Redmi Note 13,364.99,3,Cash,David Lee,Uptown,3,Screen Protector,4,146.13
367,2024-05-24,09:03:00,Sarah Black,Apple,iPhone SE 2024,1258.43,3,Online,Claire Williams,Downtown,3,Charger,3,29.2
368,2024-11-01,11:14:00,Mike Brown,Samsung,Galaxy A14,689.87,2,Cash,David Lee,Uptown,3,Screen Protector,3,32.95
369,2024-04-11,10:17:00,Bob White,OnePlus,OnePlus Ace,1043.96,3,Cash,Claire Williams,Suburban,3,None,3,177.51
370,2024-05-28,13:22:00,Sarah Black,Vivo,Y200,928.97,1,Cash,Claire Williams,Suburban,3,Headphones,5,134.69
371,2024-12-04,09:23:00,Bob White,Xiaomi,Mi 13 Ultra,333.52,3,Card,Claire Williams,Downtown,1,None,5,69.42
372,2024-11-17,16:49:00,Jane Smith,Xiaomi,Poco X5 Pro,626.07,3,Card,Bob Johnson,Uptown,3,Headphones,4,33.21
373,2024-11-27,17:52:00,Mike Brown,Oppo,Reno 10,834.18,2,Card,Claire Williams,Downtown,2,None,2,17.05
374,2024-09-17,09:54:00,Bob White,Vivo,V29 Pro,386.04,3,Online,David Lee,Midtown,1,Headphones,4,33.41
375,2024-01-21,20:26:00,Bob White,Vivo,X100 Pro,651.21,2,Cash,Claire Williams,Downtown,1,Charger,3,67.57
376,2024-02-11,16:14:00,Jane Smith,Vivo,Y200,281.33,1,Card,David Lee,Suburban,3,Screen Protector,1,41.58
377,2024-09-11,13:48:00,John Doe,OnePlus,OnePlus 11,936.7,3,Card,David Lee,Downtown,2,Charger,3,100.22
378,2024-04-05,10:58:00,Sarah Black,OnePlus,Nord CE 3 Lite,200.79,2,Card,Alice Smith,Uptown,3,Charger,1,146.05
379,2024-05-06,09:18:00,Mike Brown,Vivo,X100 Pro,241.99,3,Online,David Lee,Downtown,3,Screen Protector,3,173.05
380,2024-04-20,20:15:00,Mike Brown,Xiaomi,Redmi Note 13,1127.31,1,Online,Claire Williams,Downtown,3,Charger,2,196.39
381,2024-01-07,13:04:00,Jane Smith,Oppo,Find X6 Pro,639.8,1,Card,Bob Johnson,Suburban,3,Screen Protector,2,189.97
382,2024-01-10,15:42:00,Mike Brown,Oppo,Reno 10,675.76,2,Card,Emma Brown,Midtown,1,None,5,80.96
383,2024-10-18,10:06:00,John Doe,Samsung,Galaxy A14,655.58,2,Card,Claire Williams,Midtown,2,None,5,66.29
384,2024-01-07,19:23:00,Mike Brown,Oppo,Reno 10,1086.76,3,Online,Emma Brown,Suburban,1,Screen Protector,2,136.46
385,2024-08-31,09:42:00,Jane Smith,Samsung,Galaxy A14,978.24,2,Card,Claire Williams,Suburban,2,Screen Protector,2,85.0
386,2024-12-16,12:57:00,Mike Brown,Oppo,A78,851.23,2,Cash,Claire Williams,Midtown,1,None,5,56.39
387,2024-11-19,15:54:00,Alice Green,Apple,iPhone SE 2024,931.84,2,Card,Bob Johnson,Downtown,3,Charger,1,52.49
388,2024-06-20,09:06:00,Bob White,Vivo,X100 Pro,798.34,1,Cash,Emma Brown,Uptown,2,Charger,2,175.07
389,2024-03-21,14:47:00,Alice Green,Vivo,X100 Pro,951.78,2,Cash,Emma Brown,Uptown,1,None,5,73.62
390,2024-05-22,18:26:00,Mike Brown,Oppo,Find X6 Pro,1092.66,1,Cash,David Lee,Uptown,1,Headphones,5,120.33
391,2024-04-02,17:34:00,John Doe,Vivo,Y200,693.07,2,Online,David Lee,Suburban,2,Screen Protector,4,108.95
392,2024-01-17,15:07:00,Mike Brown,OnePlus,Nord CE 3 Lite,1128.69,2,Cash,David Lee,Suburban,1,Charger,3,175.61
393,2024-08-05,10:19:00,Alice Green,Xiaomi,Mi 13 Ultra,1444.61,3,Card,Claire Williams,Suburban,3,Headphones,4,150.87
394,2024-09-23,12:44:00,Alice Green,OnePlus,OnePlus Ace,1466.38,1,Online,David Lee,Suburban,1,None,1,51.96
395,2024-12-18,19:08:00,Sarah Black,Oppo,Reno 10,695.87,3,Cash,David Lee,Uptown,2,Screen Protector,3,184.92
396,2024-01-08,15:10:00,Alice Green,Vivo,V29 Pro,1263.95,1,Cash,David Lee,Uptown,1,Charger,3,147.12
397,2024-01-10,14:00:00,Sarah Black,Apple,iPhone 14,622.9,3,Cash,Claire Williams,Midtown,2,Headphones,2,50.51
398,2024-04-08,13:30:00,Alice Green,Xiaomi,Redmi Note 13,698.19,2,Cash,Alice Smith,Uptown,3,None,2,122.1
399,2024-01-11,14:50:00,Mike Brown,Samsung,Galaxy Z Fold 5,1217.77,2,Online,Bob Johnson,Uptown,3,Screen Protector,5,11.31
400,2024-11-19,09:16:00,John Doe,Samsung,Galaxy A14,1337.57,1,Online,David Lee,Suburban,1,Screen Protector,1,183.72
401,2024-03-06,13:39:00,Mike Brown,OnePlus,OnePlus 11,767.85,3,Cash,Bob Johnson,Suburban,1,Headphones,4,99.32
